,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,package_count
119,tour_id51oh8jjx,SOUTH AFRICA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,4,0,No,High Cost,1.0,4,5
120,tour_idduynd3rf,FRANCE,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,13,0,Yes,High Cost,1.0,13,5
121,tour_idjgqgc0hk,CANADA,25-44,,1.0,0.0,Volunteering,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,13,0,Yes,Lower Cost,1.0,13,0
122,tour_ido0jhiaz1,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost,1.0,14,0
123,tour_idw5f5ooyx,ZIMBABWE,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,0
124,tour_id9ovb7ip3,KUWAIT,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost,1.0,5,5
125,tour_idax3hcult,ZAMBIA,25-44,With Other Friends/Relatives,2.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,3.0,3,0
126,tour_id68hojsj1,RWANDA,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,0,No,Normal Cost,1.0,4,6
127,tour_idarki97ci,ZAMBIA,25-44,Alone,0.0,1.0,Business,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,8,0,No,Lower Cost,1.0,8,0
128,tour_idgqvb6ek8,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost,2.0,6,7
129,tour_id95fjz9vr,BELGIUM,45-64,With Children,0.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,High Cost,2.0,7,5
130,tour_idwn6mun5y,ZAMBIA,25-44,Alone,0.0,1.0,Business,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,1.0,3,0
131,tour_idd7gew8gn,GERMANY,65+,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,No,Normal Cost,1.0,3,7
132,tour_idnafjlgci,BRAZIL,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost,1.0,15,5
133,tour_iduqdtptt5,UNITED KINGDOM,18-24,With Other Friends/Relatives,1.0,2.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,42,0,No,High Cost,3.0,42,0
134,tour_idwpdlg2at,GERMANY,45-64,With Spouse and Children,1.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Normal Cost,4.0,6,7
135,tour_idz0p1dyvq,CHILE,18-24,With Other Friends/Relatives,5.0,7.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,11,4,Yes,High Cost,12.0,15,6
136,tour_ids9c11bxt,INDIA,25-44,,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,0
137,tour_idhbgg6wih,ITALY,45-64,Alone,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,No,Yes,No,12,0,Yes,Normal Cost,1.0,12,3
138,tour_id50h1ynw1,GREECE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Package Tour,No,No,No,No,No,No,No,0,4,No,Higher Cost,2.0,4,0
139,tour_idh2e49nu6,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,High Cost,2.0,3,0
140,tour_idptvqmn1y,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,Higher Cost,2.0,7,5
141,tour_idjlv4xdde,BULGARIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,1.0,3,0
142,tour_idg2i6vdwd,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost,2.0,7,4
143,tour_idq0yrmrra,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,6,Yes,Normal Cost,1.0,11,0
144,tour_idlyjh8x56,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,4,Yes,Normal Cost,1.0,18,0
145,tour_idzjv1k19m,UNITED ARAB EMIRATES,25-44,Alone,0.0,1.0,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,No,Normal Cost,1.0,16,0
146,tour_idtfk47z65,FRANCE,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,0,Yes,Normal Cost,2.0,10,3
147,tour_idwd0prg66,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,5.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost,7.0,9,5
148,tour_idczq8ko1q,ISRAEL,45-64,With Other Friends/Relatives,3.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,Yes,High Cost,5.0,8,4
149,tour_idujo9ckt5,GERMANY,45-64,Alone,1.0,0.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost,1.0,3,0
150,tour_id1qunjshu,KENYA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,1.0,5,0
151,tour_id4qqdr9lb,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,High Cost,1.0,10,4
152,tour_idr6g82rat,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,3,Yes,Higher Cost,2.0,14,7
153,tour_idraeai4bo,SOUTH AFRICA,45-64,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost,1.0,6,0
154,tour_idhfjcqhrd,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,9,0,No,Normal Cost,1.0,9,6
155,tour_idwevfwpdh,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost,2.0,7,4
156,tour_id4m6xe2xc,CANADA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost,2.0,4,0
157,tour_id9brbwjva,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Business,Conference Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,20,0,No,Higher Cost,1.0,20,0
158,tour_idjaj4y8c8,UNITED STATES OF AMERICA,45-64,With Spouse and Children,3.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost,3.0,12,6
159,tour_idmdl2jugo,FRANCE,45-64,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,Normal Cost,1.0,7,2
160,tour_id003q62x6,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Volunteering,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Yes,High Cost,1.0,15,5
161,tour_idgdev59eu,CANADA,45-64,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost,1.0,11,6
162,tour_idzugpp0xk,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost,2.0,16,6
163,tour_idvhqeh5ph,SOUTH AFRICA,18-24,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,4,Yes,High Cost,3.0,4,5
164,tour_idivp66utb,NEW ZEALAND,45-64,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,7,Yes,Highest Cost,3.0,13,6
165,tour_idrtanxdgi,UNITED KINGDOM,18-24,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost,3.0,15,6
166,tour_id1x682bbk,POLAND,25-44,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost,3.0,9,6
167,tour_idf8nezjqn,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,4,0,Yes,Higher Cost,2.0,4,3
168,tour_idm6maj1ya,GERMANY,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,0
169,tour_id3c4bhm24,ZIMBABWE,18-24,Alone,0.0,1.0,Leisure and Holidays,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
170,tour_idtpp5f0ey,SOUTH AFRICA,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Low Cost,1.0,30,0
171,tour_id2kqw92bo,UNITED STATES OF AMERICA,18-24,,0.0,1.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,1.0,3,0
172,tour_idn42ncs23,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost,2.0,8,5
173,tour_ida3tg2201,UGANDA,25-44,With Other Friends/Relatives,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,1.0,3,0
174,tour_id8xtyk46b,UNITED KINGDOM,45-64,With Spouse and Children,4.0,4.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost,8.0,14,0
175,tour_idmwtm649g,AUSTRALIA,45-64,With Children,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,Highest Cost,2.0,14,6
176,tour_id5u7ju1jn,ZAMBIA,25-44,Alone,0.0,1.0,Business,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Lower Cost,1.0,7,0
177,tour_idnd5qkoh5,FRANCE,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost,1.0,6,7
178,tour_idsk3mofjn,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,Yes,No,No,0,7,Yes,High Cost,2.0,7,2
179,tour_idbksxlcws,RWANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost,1.0,3,0
180,tour_id61pwtd4p,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,3,10,No,High Cost,2.0,13,5
181,tour_id2jnql3ut,UNITED STATES OF AMERICA,<18,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,Low Cost,1.0,15,0
182,tour_iddi2zk567,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost,1.0,12,7
183,tour_idir9wnzkr,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,20,0,Yes,High Cost,2.0,20,6
184,tour_idhe4kdglq,MALAYSIA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,Higher Cost,1.0,7,5
185,tour_ida49vdzqo,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Business,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,2.0,2,0
186,tour_idjdovnclr,CHINA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost,1.0,6,5
187,tour_id4xfbeau8,ITALY,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost,1.0,6,5
188,tour_idv5qhxpsg,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,Yes,Higher Cost,1.0,35,6
189,tour_idh316pm1l,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,Higher Cost,2.0,10,6
190,tour_idjph56ak6,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,High Cost,3.0,30,0
191,tour_ide5n77jew,ITALY,45-64,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost,1.0,7,4
192,tour_id1fhmeskq,GERMANY,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Normal Cost,1.0,9,5
193,tour_idrr9xsioa,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,0,7,Yes,High Cost,2.0,7,2
194,tour_idppjdcf8b,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,5,10,Yes,Higher Cost,2.0,15,4
195,tour_idi15rso1s,UAE,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost,1.0,15,0
196,tour_idkg0e3t4l,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Low Cost,2.0,30,0
197,tour_id6j6kjccn,ZAMBIA,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost,2.0,7,0
198,tour_idutkl9hm3,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,No,Higher Cost,2.0,8,4
199,tour_idtjthfuy3,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost,2.0,7,3
200,tour_id9s3hkus9,POLAND,25-44,Alone,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,1.0,3,0
201,tour_id0c0tjygz,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Highest Cost,2.0,6,7
202,tour_idaipnu2vw,BELGIUM,65+,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost,2.0,7,5
203,tour_id33tnh3fj,AUSTRIA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost,1.0,4,0
204,tour_idx585ay6s,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Normal Cost,1.0,3,5
205,tour_id5kl18pwi,IRELAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,High Cost,2.0,10,6
206,tour_idrrhxlw8b,SOUTH AFRICA,45-64,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,0,7,No,High Cost,4.0,7,4
207,tour_idvwkunvxj,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost,1.0,10,5
208,tour_id3jm3qn0n,GERMANY,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Business,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,35,0,Yes,Higher Cost,2.0,35,3
209,tour_idz82rmjpt,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,Yes,Normal Cost,1.0,15,7
210,tour_idem4fi9le,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,14,No,High Cost,1.0,74,0
211,tour_idf4xtnfc4,GERMANY,45-64,With Other Friends/Relatives,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,High Cost,1.0,7,4
212,tour_id5ww0i9e5,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,6,Yes,Higher Cost,2.0,13,6
213,tour_idctlbvj0g,KENYA,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,0
214,tour_idiaj424wk,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,17,4,No,Normal Cost,1.0,21,0
215,tour_id77o40ntx,ISRAEL,65+,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost,4.0,8,7
216,tour_idok8n72m0,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost,2.0,7,7
217,tour_idr68m61w6,SWIZERLAND,25-44,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost,3.0,4,0
218,tour_id5l459h3o,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost,2.0,7,5
219,tour_idl9j803l3,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0,7,No,High Cost,2.0,7,5
220,tour_idq4c4kfzb,FRANCE,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,3.0,7,6
221,tour_id14mfv18s,UNITED KINGDOM,45-64,With Children,1.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Yes,Higher Cost,3.0,14,4
222,tour_idmhfljrvp,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,6,Yes,Normal Cost,2.0,9,0
223,tour_idfexka2rn,SWEDEN,25-44,With Children,2.0,2.0,Visiting Friends and Relatives,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,44,0,No,Low Cost,4.0,44,0
224,tour_idixyhq74a,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,4,Yes,Higher Cost,2.0,14,4
225,tour_iduvueczbe,UGANDA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Normal Cost,1.0,1,0
226,tour_idjj44eblg,ZAMBIA,45-64,,1.0,0.0,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,1.0,1,0
227,tour_idhx3jy3f3,ZAMBIA,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,0
228,tour_id8pph0cct,QATAR,45-64,With Spouse and Children,1.0,2.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,1,2,No,Normal Cost,3.0,3,0
229,tour_idjhgyn03t,CHINA,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,2,Yes,Normal Cost,1.0,42,0
230,tour_idwqfnl2r0,BELGIUM,45-64,With Spouse and Children,1.0,2.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,12,Yes,Normal Cost,3.0,12,0
231,tour_id08d6uqev,ZIMBABWE,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,0
232,tour_id15xi9tzi,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,0,No,Normal Cost,1.0,13,4
233,tour_id5z6bmxa7,ITALY,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,High Cost,1.0,9,7
234,tour_idjh2rsdzk,GERMANY,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Yes,Low Cost,1.0,13,0
235,tour_idvttp9f30,UGANDA,45-64,,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost,1.0,14,0
236,tour_idsxztqiko,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Highest Cost,5.0,11,7
237,tour_id8fl3iaug,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,4,No,Normal Cost,2.0,12,3
